plastic_bottles_recycled,aluminum_cans_recycled,paper_recycled_kg,cardboard_recycled_kg,glass_bottles_recycled,reusable_bags_used,reusable_water_bottle_uses,miles_biked,miles_walked,miles_public_transit,miles_carpooled,vegetarian_meals,vegan_meals,local_food_kg,led_bulb_hours,cold_water_laundry_loads,line_dried_loads,composting_kg,co2_saved_kg
1,0,0.91,0.86,0,4,3,9.63,1.74,13.88,2.39,3,1,1.21,10.94,1,0,2.46,24.52
0,2,1.98,0.78,0,2,0,4.65,1.73,16.72,1.52,1,0,0.75,19.34,2,1,0.57,17.88
6,2,2.6,0.48,3,2,2,10.73,1.14,14.8,4.65,2,0,2.1,9.64,2,2,2.2,27.18
3,0,0.01,0.02,0,1,3,7.03,2.93,8.91,12.54,1,1,1.35,12.9,0,0,1.18,16.95
7,0,0.45,1.87,0,2,3,9.42,3.98,2.71,6.71,0,0,0.91,11.23,0,1,1.39,13.97
7,0,1.37,1.11,1,1,0,11.32,2.6,13.54,11.68,3,2,1.8,0.82,1,1,0.46,32.74
2,0,0.04,0.04,1,4,1,9.67,0.29,18.42,13.12,1,0,0.03,6.19,2,0,1.45,17.42
3,2,0.06,1.31,2,1,0,11.94,2.41,15.12,6.78,2,1,1.78,20.05,1,2,0.71,28.72
0,3,0.6,1.92,1,3,1,7.97,2.64,19.39,10.86,0,2,0.32,16.52,0,0,2.72,23.54
3,0,0.03,1.4,2,4,4,5.9,3.92,11.68,1.24,0,1,0.83,7.79,2,1,0.85,17.92
1,1,2.75,0.39,2,0,4,9.29,3.28,9.43,8.57,1,0,2.16,18.09,1,1,1.33,20.59
0,3,1.97,0.48,0,1,5,6.1,1.59,14.62,4.32,3,1,0.21,20.75,0,2,1.32,28.1
7,2,1.87,0.26,1,3,1,2.9,2.42,17.74,5.68,2,1,0.29,11.43,1,1,0.63,23.6
1,4,0.7,0.82,0,2,4,5.83,2.39,9.43,2.64,0,0,0.76,21.95,2,0,2.27,12.8
0,4,2.43,1.77,3,0,4,9.19,4.66,18.95,5.54,1,2,1.56,2.7,0,2,0.55,31.43
6,2,1.15,1.59,3,1,0,10.47,0.36,17.09,11.72,2,2,0.32,2.43,2,2,1.65,34.16
6,4,0.39,0.6,1,3,4,10.31,0.55,18.95,6.35,3,0,1.33,1.11,0,2,1.02,26.08
3,0,1.84,1.74,1,0,1,9.83,4.53,2.4,7.98,2,0,0.14,16.05,2,2,0.49,23.99
7,3,2.56,1.83,1,2,1,4.74,1.27,19.64,14.75,0,0,2.36,7.82,0,1,1.23,19.32
5,4,0.57,0.77,1,1,4,1.51,0.62,2.95,0.45,1,1,1.98,10.36,0,0,2.98,12.76
0,0,0.16,0.28,0,4,0,6.05,2.72,5.67,14.23,0,0,2.89,13.14,0,0,1.93,10.63
1,1,2.69,1.31,2,4,1,7.67,0.65,8.61,4.12,0,0,0.12,21.93,2,2,0.89,18.51
3,0,0.09,1.93,2,0,2,4.35,0.33,19.79,0.59,1,1,1.33,22.77,1,0,1.82,18.43
3,4,0.62,1.63,1,1,4,8.86,0.95,11.47,3.23,0,2,2.83,12.44,1,0,0.7,20.21
6,3,0.81,1.31,2,2,3,4.76,3.47,9.79,7.69,1,2,1.36,11.3,2,2,1.67,28.31
5,0,0.04,0.32,0,1,0,9.13,4.92,18.92,2.96,1,2,2.11,10.89,2,0,0.58,24.44
7,4,1.48,1.16,0,2,1,6.23,1.49,8.45,4.48,0,2,0.49,8.71,0,2,2.05,22.97
2,4,1.51,1.56,0,1,1,7.43,1.41,17.9,0.36,1,2,1.95,0.59,1,1,1.61,25.67
3,4,0.18,0.32,2,1,5,8.28,1.51,12.52,2.26,1,1,1.51,14.04,2,2,2.91,24.53
6,0,1.79,0.85,2,4,3,6.19,1.52,13.76,12.96,2,0,0.58,2.79,2,0,0.56,20.12
3,4,0.45,1.11,2,0,3,3.72,3.32,13.32,4.29,2,0,1.29,19.62,0,2,1.56,21.39
2,4,0.02,0.07,0,1,1,0.9,0.67,12.9,5.09,2,2,1.67,6.14,0,0,0.35,18.79
4,1,1.31,0.54,3,2,0,1.13,1.45,19.67,14.41,1,2,2.99,20.29,0,0,0.12,22.72
3,0,1.15,1.67,2,2,5,8.38,1.46,6.72,4.63,2,0,1.75,16.77,1,1,1.63,20.15
4,2,0.29,0.11,0,3,2,5.96,2.02,13.57,6.31,0,2,2.65,22.4,2,1,2.08,23.01
6,3,2.58,0.16,2,0,4,10.4,4.76,8.1,7.6,0,0,0.83,19.02,1,1,2.04,19.16
6,1,1.68,0.37,3,4,4,0.27,0.56,12.19,12.31,3,1,0.72,18.89,2,2,2.16,28.84
1,2,2.88,1.86,0,2,1,7.02,2.74,12.81,3.89,2,0,0.36,5.39,2,0,2.52,21.02
7,4,2.37,0.7,1,4,0,3.51,4.37,15.44,6.27,0,1,2.88,11.02,0,1,2.83,20.96
3,2,0.32,1.15,3,3,0,7.57,2.25,3.77,7.62,1,1,2.46,0.69,0,2,2.16,21.07
6,4,2.68,1.84,3,0,5,8.8,0.47,19.03,9.33,0,1,0.89,9.89,2,0,1.46,23.05
2,3,2.2,0.74,1,0,0,1.44,2.67,13.5,6.26,1,0,1.57,1.78,1,0,2.52,14.82
2,1,2.99,1.77,1,4,2,2.78,3.67,6.09,2.64,1,0,0.94,21.95,0,0,2.54,14.52
6,0,0.63,0.63,2,0,5,5.67,0.2,12.77,0.76,0,2,1.31,20.66,0,0,2.19,17.35
0,0,2.04,0.75,0,0,1,10.81,3.75,9.77,9.05,1,1,2.95,16.02,2,2,0.98,27.02
4,4,0.17,0.05,0,4,0,5.26,1.31,3.29,10.34,2,1,0.6,7.67,1,1,0.44,19.4
5,2,2.44,1.5,0,3,3,1.32,3.61,3.13,12.75,2,2,2.33,12.01,0,1,0.83,25.6
7,4,2.08,1.74,2,4,4,2.1,1.61,19.49,14.79,3,1,2.8,12.55,0,0,0.8,27.27
7,2,0.52,1.16,2,2,4,5.99,1.36,3.39,9.31,3,0,1.71,17.72,2,2,2.65,25.12
2,0,2.03,0.83,1,3,0,3.33,4.98,15.02,9.67,1,2,0.09,13.3,1,2,0.05,27.76
0,4,0.98,0.87,1,1,4,1.73,3.48,2.84,9.6,2,1,1.22,4.26,1,0,2.79,18.79
5,2,2.12,0.93,3,3,2,0.01,4.05,1.75,9.51,0,1,0.63,15.97,1,0,0.4,13.6
6,2,1.39,1.2,0,3,3,0.16,4.61,2.57,6.69,3,0,2.67,12.47,1,0,2.01,17.84
0,4,1.81,1.12,3,4,2,8.56,3.3,12.49,4.24,2,2,0.31,17.26,1,1,2.13,29.94
0,4,0.97,0.67,2,1,2,7.57,3.75,8.75,13.99,1,0,1.92,6.88,2,1,1.2,20.2
5,4,0.07,1.16,2,4,3,11.46,3.02,18.68,3.05,3,1,2.57,16.34,2,1,0.81,30.81
6,4,2.96,0.63,3,4,4,11.89,1.24,10.13,12.67,1,0,1.25,14.76,1,0,1.38,20.82
6,4,1.76,1.25,2,4,2,6.8,1.77,7.62,6.18,1,1,1.35,20.56,2,2,1.01,25.14
0,3,0.29,0.4,1,3,5,10.52,0.79,9.11,9.09,1,0,1.41,9.87,2,1,2.19,19.0
2,1,2.04,1.68,3,2,5,5.93,0.59,0.27,4.55,0,2,2.37,7.1,2,0,1.26,18.28
7,4,1.98,1.76,2,1,1,0.11,3.14,6.33,14.6,1,1,1.04,8.59,2,1,2.52,22.67
2,0,0.99,1.22,2,4,1,5.23,1.12,7.77,6.24,1,2,0.28,12.3,2,2,1.48,25.64
2,2,2.83,0.96,1,0,0,3.3,0.38,14.16,7.25,2,0,2.95,9.58,0,2,1.73,22.02
2,2,0.81,1.61,3,0,2,3.71,1.46,16.22,1.31,3,2,2.01,17.58,2,0,2.04,28.09
0,0,2.04,0.24,2,4,3,1.3,2.18,19.44,0.56,2,2,0.94,15.2,1,2,1.89,28.54
7,0,0.28,1.46,2,4,3,4.05,1.31,2.44,7.65,0,0,1.08,11.41,2,1,1.94,12.83
0,0,0.44,1.81,0,3,5,9.48,3.32,6.91,2.57,1,2,2.08,18.83,1,2,2.74,27.47
6,3,3.0,0.49,1,3,4,3.13,4.91,17.96,1.93,2,0,2.06,14.5,2,1,0.7,23.45
5,2,0.78,0.04,1,2,4,4.22,2.05,0.37,4.06,1,2,1.85,18.09,2,1,0.97,20.81
4,2,0.89,1.32,2,0,5,2.74,1.37,6.3,1.75,1,2,0.63,10.93,0,1,0.31,19.39
5,1,2.06,0.19,1,0,3,9.08,1.29,13.87,0.6,0,1,1.34,15.28,2,1,1.2,20.05
7,1,2.41,0.54,3,4,1,5.97,4.21,16.03,6.16,3,2,1.22,19.83,0,0,1.57,29.97
5,2,1.06,1.28,1,0,4,10.49,4.26,15.54,4.04,1,1,1.6,1.27,0,1,0.12,22.73
6,2,1.35,0.2,2,2,0,10.44,0.69,2.55,2.64,3,2,2.08,19.23,0,2,1.01,29.22
3,4,1.44,1.1,2,3,3,5.2,1.98,18.76,2.3,1,2,0.71,19.69,1,2,1.31,28.59
1,0,2.2,1.37,2,0,5,6.66,3.65,10.66,13.97,0,2,1.08,18.66,1,0,2.05,23.61
7,2,2.85,1.46,1,3,5,10.35,2.22,11.72,14.64,2,0,2.74,9.82,1,2,1.75,28.78
2,1,2.96,0.78,3,2,3,10.93,4.81,8.56,2.96,1,0,2.05,3.01,1,2,0.05,22.19
5,3,0.84,1.46,3,2,5,6.36,1.45,12.58,1.77,0,0,1.01,2.59,2,1,2.52,16.16
3,2,1.56,1.13,1,4,5,4.48,3.41,1.27,5.94,0,0,1.62,6.91,1,0,2.11,10.93
2,1,1.12,1.9,1,2,2,3.85,1.26,10.68,12.36,3,2,2.83,19.08,2,1,2.61,31.86
5,2,2.03,1.14,2,1,0,5.05,2.4,7.53,5.45,2,2,2.06,10.47,2,0,2.45,25.78
1,1,1.46,0.6,3,0,5,11.79,0.99,2.68,0.85,2,2,0.88,0.04,0,0,1.02,21.67
3,0,1.57,0.41,0,1,3,4.38,4.37,7.9,5.03,1,1,1.13,7.6,0,0,2.07,16.5
7,2,2.05,0.01,0,1,4,4.53,3.32,5.1,1.91,2,0,0.92,3.78,2,0,2.69,16.55
3,0,1.1,0.21,2,1,3,8.72,4.64,16.09,2.45,0,2,1.03,4.04,0,1,2.93,23.23
6,2,1.58,0.41,0,0,4,7.09,0.48,10.96,10.54,0,1,1.89,3.66,0,1,2.03,18.32
7,1,1.24,0.67,0,2,4,8.01,0.2,7.82,11.86,3,1,0.03,14.95,0,1,0.31,24.71
0,0,0.98,0.42,1,2,1,10.82,0.17,6.4,8.95,3,0,1.83,16.7,1,1,0.32,21.48
6,4,1.77,1.04,3,1,2,0.4,0.71,12.18,2.69,3,0,0.08,17.35,1,1,2.39,20.99
4,3,2.71,1.34,3,4,1,5.24,3.92,1.87,7.81,3,1,1.85,15.47,1,1,2.49,27.32
6,1,0.78,1.42,2,4,3,7.03,3.82,19.86,11.37,2,2,1.85,23.66,1,0,2.58,30.62
2,1,2.79,0.76,0,2,1,10.29,2.47,2.62,10.44,3,0,1.32,1.56,2,0,0.38,21.46
3,4,2.59,0.93,1,4,5,1.52,2.83,7.97,4.27,3,2,1.01,14.59,1,2,0.49,30.46
4,2,0.08,0.02,0,3,1,7.76,4.15,0.99,12.79,3,0,0.59,7.61,2,0,1.59,19.29
5,2,0.48,1.63,0,3,5,7.51,3.52,13.02,14.52,0,1,1.35,1.51,0,2,1.19,22.8
6,1,1.74,0.78,1,2,2,6.0,0.8,6.81,4.86,3,2,0.2,19.91,2,1,2.93,29.74
7,4,1.79,0.18,2,4,5,11.63,3.73,3.51,0.97,3,1,1.07,6.61,2,0,1.5,25.32
1,4,2.54,0.71,0,3,5,0.04,1.21,10.19,5.7,0,2,2.99,18.54,2,1,0.14,20.98
3,2,2.28,0.3,0,3,5,7.56,4.54,8.38,11.75,3,2,2.09,0.04,0,0,0.6,28.14
2,4,0.19,1.72,3,3,5,2.3,1.67,14.55,10.04,2,1,2.24,1.27,0,1,0.54,22.25
5,0,1.7,1.72,1,0,1,8.08,0.58,13.9,6.62,0,2,1.93,9.17,0,0,2.89,21.17
6,0,1.6,1.28,0,4,2,7.34,4.82,1.91,0.34,3,0,2.72,17.31,1,1,1.57,21.58
1,4,0.47,0.78,0,4,3,11.13,4.66,14.41,11.49,2,0,0.05,22.42,0,0,1.41,21.42
4,2,0.86,0.67,3,4,0,2.04,1.58,8.49,4.64,1,1,2.0,16.58,1,0,0.35,15.38
3,4,2.77,1.77,2,1,4,1.78,2.07,9.67,3.95,2,0,0.49,11.74,2,0,1.98,18.68
6,1,1.46,1.4,2,3,4,8.16,3.18,18.19,0.27,0,2,2.36,12.99,2,0,0.86,23.41
4,3,2.2,1.32,3,4,5,9.65,3.3,7.96,7.7,3,2,1.12,9.31,2,0,0.27,30.83
5,0,1.24,0.81,3,1,3,9.26,4.14,3.41,13.46,0,0,2.65,11.65,2,0,2.76,16.25
4,4,1.34,0.55,3,0,5,2.1,0.99,5.61,14.99,1,2,0.99,15.82,0,1,0.48,22.21
2,0,0.32,0.04,0,1,0,9.57,2.69,6.19,2.18,1,2,1.97,0.21,2,0,0.2,19.39
0,0,1.97,0.84,2,1,5,1.86,2.26,8.16,10.31,0,0,0.46,8.87,2,0,1.27,11.98
1,1,2.71,0.79,1,3,1,1.17,0.07,3.22,14.94,2,0,2.96,15.27,1,0,1.04,15.74
1,2,1.4,0.48,0,0,5,4.91,1.45,16.18,12.01,1,2,1.82,14.5,2,0,1.25,24.6
3,4,1.66,0.99,3,4,0,8.62,1.07,3.94,6.19,3,1,0.34,10.58,2,1,0.47,25.9
4,1,1.3,0.82,2,4,3,11.17,4.81,0.26,2.58,2,2,0.08,1.53,1,1,1.54,26.21
6,1,0.1,0.34,2,1,2,8.52,2.67,2.88,0.14,0,2,0.53,14.55,1,1,1.76,18.71
3,4,1.82,1.05,1,0,3,0.14,1.47,0.12,5.64,2,2,1.38,8.4,1,1,0.71,21.79
5,3,1.51,1.49,2,2,4,9.67,1.45,13.28,6.4,1,2,2.54,12.61,0,0,2.7,25.29
3,0,2.05,1.4,3,0,5,10.39,3.62,8.08,3.22,3,1,0.85,4.23,1,0,2.95,26.22
3,1,0.24,0.18,0,3,2,5.03,2.16,1.08,7.75,3,0,0.45,2.49,2,0,0.3,15.53
1,3,0.59,0.5,1,3,2,4.34,1.07,7.7,11.09,1,2,0.06,16.11,2,0,0.75,20.8
2,4,2.38,0.25,1,0,0,10.89,4.23,9.81,0.56,3,2,2.11,8.14,0,0,0.84,27.85
5,3,1.05,1.62,3,1,4,7.91,2.83,9.44,7.44,2,2,0.26,16.04,0,0,1.53,25.78
1,3,0.97,0.05,3,1,0,1.89,3.82,9.85,5.08,2,1,1.66,18.07,1,1,2.3,21.88
7,1,0.37,0.41,3,2,5,4.16,3.27,14.19,8.79,3,2,1.73,8.21,0,1,0.9,28.77
7,1,1.25,0.77,0,0,4,4.12,2.05,14.41,7.67,2,0,0.13,12.07,0,1,2.35,19.61
0,3,0.9,1.12,0,0,1,0.23,3.66,18.66,9.86,0,0,0.18,12.61,0,2,0.43,16.04
7,3,1.32,1.99,0,2,3,1.26,2.27,4.78,12.53,1,1,2.47,17.37,0,2,0.6,21.51
3,4,2.08,1.27,2,4,3,8.06,0.02,18.49,1.69,2,2,1.0,8.97,0,1,1.76,28.61
1,0,0.1,0.64,3,3,1,0.09,0.3,8.58,5.99,3,1,2.5,23.53,2,0,1.51,20.0
7,0,0.23,1.89,0,1,4,4.06,0.1,7.27,7.97,1,1,2.06,2.68,1,1,1.28,18.14
6,1,0.06,1.66,0,0,4,9.95,2.22,11.42,7.91,2,2,1.85,19.87,1,2,1.78,31.48
6,0,0.37,1.96,3,4,3,8.73,0.54,4.12,2.21,3,0,2.06,8.79,2,0,2.59,19.87
5,4,2.59,1.56,2,4,3,6.68,1.39,7.97,2.55,1,2,2.32,21.0,1,1,1.69,26.11
7,1,1.02,1.57,2,2,0,7.85,4.77,15.5,12.05,0,2,0.56,10.21,2,0,2.04,25.23
6,0,1.18,0.53,0,0,3,3.94,3.6,12.88,4.99,2,0,1.95,15.3,2,2,0.03,22.1
3,2,2.83,1.64,0,2,0,7.71,3.4,11.17,9.37,2,0,0.5,23.47,0,1,0.14,22.31
1,3,2.17,0.87,1,0,0,4.83,0.81,2.37,11.41,3,1,1.37,15.83,0,0,0.27,20.73
5,2,1.85,1.2,2,1,2,9.54,0.56,10.67,1.52,2,0,1.52,19.39,1,2,0.38,22.86
6,1,0.84,0.49,2,0,4,5.45,3.6,2.15,12.69,0,1,2.95,3.32,0,1,1.27,16.47
7,3,1.99,0.98,0,3,3,11.9,4.64,6.15,1.67,1,1,2.99,7.02,0,1,2.82,23.3
6,2,2.77,1.71,3,3,5,3.04,2.53,0.61,1.98,1,0,2.26,10.15,1,2,1.11,17.9
6,1,2.35,1.53,2,0,0,8.47,3.73,15.89,11.22,2,1,2.2,15.0,1,0,2.41,27.32
2,4,1.14,0.07,0,1,4,10.47,1.44,1.72,14.05,3,1,1.73,19.01,2,2,2.15,30.18
5,1,2.79,1.6,1,4,0,8.61,4.72,10.56,8.1,2,0,1.87,13.5,2,2,2.81,28.22
3,1,1.19,0.86,2,4,0,10.72,3.6,11.7,10.34,2,0,0.73,17.91,2,1,0.81,24.04
5,3,1.66,1.32,1,4,2,7.41,2.02,3.97,14.42,1,0,2.2,9.87,2,1,1.22,19.82
4,1,1.63,1.09,3,1,1,9.82,3.2,6.21,9.84,2,0,0.95,5.76,1,0,0.32,18.82
5,2,1.0,0.44,2,4,1,10.25,0.86,5.42,4.28,2,1,2.57,0.77,2,0,0.82,20.6
2,4,0.7,1.6,3,4,2,5.15,2.04,2.28,10.14,1,0,2.16,17.48,0,0,2.86,14.21
0,3,0.05,1.87,3,0,5,2.47,4.14,10.76,2.3,1,0,1.24,21.04,1,1,2.8,17.03
4,1,2.1,1.85,2,3,5,10.91,4.71,1.29,6.04,3,2,0.99,12.88,2,1,2.54,33.24
4,3,0.28,1.18,0,4,3,10.79,4.64,8.05,13.35,3,2,2.21,11.42,2,2,1.36,36.05
1,2,0.46,1.25,3,3,2,8.28,1.67,13.91,10.48,1,0,0.71,10.75,0,1,0.81,18.13
5,0,2.5,0.8,2,3,4,9.25,1.64,4.84,2.54,0,1,0.76,18.53,2,2,0.99,21.62
7,0,0.13,0.59,0,4,1,3.47,1.55,10.44,9.96,2,1,2.16,8.07,0,2,2.99,23.54
7,4,1.54,1.65,1,0,1,10.09,3.22,12.19,7.01,2,1,1.54,13.17,1,0,1.7,25.27
6,0,1.89,0.04,2,3,3,0.32,3.96,5.17,5.11,3,0,0.54,18.37,1,1,0.49,18.9
2,3,0.79,0.7,2,0,0,10.85,3.01,9.86,11.79,3,2,1.07,6.0,2,1,1.5,32.67
4,1,1.39,0.15,3,2,1,4.05,4.05,13.91,11.49,2,2,2.15,9.28,0,0,1.9,25.51
4,1,2.09,0.69,3,4,2,10.12,3.81,1.17,14.98,3,0,0.97,9.51,2,2,1.04,27.82
6,0,0.89,1.41,0,3,2,1.95,4.27,13.74,7.8,2,0,1.26,4.66,2,1,1.59,20.66
5,4,2.37,1.16,3,1,4,9.34,2.47,11.28,9.81,2,1,0.17,0.71,2,2,2.96,31.09
6,0,1.84,0.09,2,2,4,5.55,2.75,18.98,14.98,2,0,2.18,9.07,0,1,0.03,22.42
0,3,1.47,0.05,1,2,2,10.1,0.06,6.24,0.19,1,1,0.89,1.3,2,1,0.26,18.53
5,0,0.16,0.12,2,4,4,7.7,3.85,2.83,12.51,2,0,0.64,14.79,0,0,2.85,16.7
4,3,0.86,1.69,1,3,1,3.28,4.62,7.08,9.92,1,0,0.79,13.83,1,1,2.15,17.87
5,1,2.14,0.14,1,3,4,0.53,4.85,14.32,4.85,3,0,1.35,15.03,1,2,1.06,24.54
4,3,2.02,1.65,2,0,0,4.1,3.42,0.39,11.03,3,1,2.44,22.91,2,0,2.73,25.33
4,4,1.08,0.93,3,0,3,11.02,4.08,19.58,13.2,0,1,0.32,2.69,1,0,2.41,23.07
2,0,0.01,0.87,0,3,3,0.52,1.74,3.58,9.71,0,0,1.49,10.26,2,1,0.64,10.21
4,2,2.21,1.11,3,0,4,11.4,0.9,0.51,0.59,2,0,0.18,23.01,2,1,2.09,20.78
0,4,0.57,0.94,3,1,0,2.61,1.27,9.81,14.49,3,2,0.85,8.72,0,1,2.97,28.3
0,1,0.23,1.87,0,4,2,2.71,0.1,12.08,10.06,0,2,0.21,1.66,2,2,2.36,23.1
5,1,0.13,0.79,2,1,1,9.92,0.49,14.08,5.07,1,1,2.8,5.96,0,1,0.83,20.16
1,4,2.36,1.76,3,0,3,6.41,1.9,6.81,9.31,1,0,2.47,9.65,2,2,0.18,21.87
6,3,1.14,0.67,1,0,5,0.61,1.11,5.49,8.21,0,2,0.4,22.65,1,2,1.22,21.09
5,4,1.53,0.26,3,1,0,8.49,0.77,18.3,0.97,1,2,1.2,0.46,2,0,0.68,23.71
6,4,1.07,1.66,3,2,3,2.46,3.69,13.99,3.69,3,2,0.31,23.58,0,0,2.06,27.65
5,1,2.17,0.38,0,2,0,8.9,1.93,6.61,8.93,1,0,0.14,9.25,2,0,2.07,16.65
1,2,2.74,0.55,0,2,5,0.22,2.19,0.43,7.25,0,1,0.28,12.19,1,0,1.25,12.01
2,0,2.96,0.64,0,0,3,2.99,1.12,10.39,8.44,1,0,0.59,15.4,1,1,1.68,16.98
1,3,0.79,0.08,1,0,5,0.68,2.06,11.58,5.89,2,2,1.55,16.46,2,1,1.27,24.99
3,1,2.84,0.14,2,3,1,3.91,3.61,1.49,13.72,3,0,2.89,11.1,1,2,1.15,24.52
1,0,0.33,1.32,2,1,5,5.12,2.76,4.62,11.15,2,0,2.43,18.74,0,2,2.73,21.13
5,3,1.35,0.7,0,1,5,10.32,1.29,4.53,7.21,0,1,0.65,6.52,0,2,2.38,20.22
4,4,1.56,1.56,3,4,1,4.04,2.77,11.51,1.96,3,2,2.24,11.27,1,0,2.24,27.87
1,2,0.06,0.62,1,3,3,10.22,3.42,5.31,10.32,1,1,0.92,0.86,2,0,1.94,19.53
1,2,2.34,1.15,1,3,2,2.91,4.96,3.95,8.63,0,2,0.44,23.3,0,2,2.65,23.9
2,4,2.96,0.36,1,0,2,3.26,0.93,13.63,8.0,1,1,2.99,9.58,2,0,2.72,21.11
0,1,1.29,0.1,1,3,0,1.07,1.06,10.04,0.3,0,0,1.75,0.91,0,1,2.14,8.93
3,0,2.8,0.65,2,3,0,9.42,1.0,2.62,10.14,3,0,2.37,17.73,1,0,2.96,21.86
2,0,0.34,1.66,3,2,1,10.53,3.82,0.44,7.53,1,2,1.91,18.03,1,1,0.6,24.08
2,4,2.37,0.95,3,0,0,7.94,2.05,17.91,2.44,1,1,0.36,0.36,0,2,1.08,24.53
7,2,2.36,0.82,1,4,3,9.48,4.08,1.69,9.34,0,1,0.13,21.7,1,0,2.21,18.64
5,4,0.24,1.12,0,4,4,4.4,2.8,13.31,14.67,2,0,1.93,8.04,2,0,0.86,19.97
2,3,0.62,1.42,1,1,3,1.07,0.29,7.44,10.81,1,1,1.27,13.58,2,1,2.81,19.77
7,2,2.02,1.78,3,4,3,1.01,4.06,14.38,10.94,3,0,2.15,16.32,0,0,2.23,22.7
0,2,1.23,1.86,3,2,1,10.92,3.15,11.6,5.55,2,0,0.38,18.1,1,0,0.45,20.35
5,3,0.64,0.06,1,4,4,0.25,2.61,12.74,3.51,3,1,3.0,20.05,2,0,0.31,21.77
7,1,0.01,0.61,2,1,5,7.44,0.41,16.48,10.16,3,0,0.24,20.09,0,2,1.28,25.17
3,1,1.53,0.88,2,1,2,4.65,1.26,3.32,5.24,1,1,2.27,16.01,2,0,2.36,17.46
2,1,1.65,0.98,3,4,4,7.2,0.89,6.07,5.05,1,2,2.49,22.38,0,0,2.53,21.67
1,2,1.17,0.79,2,2,3,6.95,3.33,8.78,14.3,1,2,0.97,7.04,1,2,1.35,28.28
5,0,1.41,1.64,3,0,0,1.77,3.54,8.71,3.75,2,2,2.23,4.32,1,2,1.43,27.39
6,0,2.82,0.74,3,0,2,8.44,2.99,9.8,0.48,2,2,1.25,13.45,0,0,2.9,25.8
1,1,2.25,1.87,3,1,2,1.83,4.56,17.86,9.81,1,0,1.51,23.41,1,0,2.81,19.69
1,3,0.62,0.62,3,4,5,11.06,0.7,4.5,8.37,3,2,1.86,5.57,2,2,2.27,32.99
3,0,2.43,0.92,0,4,3,6.3,2.39,8.95,11.63,1,2,0.95,6.2,2,0,1.83,24.46
2,4,1.96,1.36,0,3,1,10.8,4.09,19.81,2.88,1,1,1.01,3.1,2,1,1.33,26.69
2,0,2.73,0.04,3,0,1,0.76,0.54,13.01,4.69,3,0,2.94,23.17,2,1,0.8,21.63
0,0,0.81,1.06,2,1,4,4.9,1.06,9.65,5.12,2,0,2.03,15.2,1,0,1.67,15.98
5,2,1.88,0.51,0,1,5,10.99,4.79,0.21,14.86,3,2,1.93,0.37,2,0,0.44,29.79
1,0,2.05,1.99,3,0,3,1.48,2.43,12.5,12.41,1,2,1.66,0.76,1,2,2.6,28.13
4,4,0.21,1.79,1,2,0,10.14,2.4,3.55,7.16,3,0,0.77,8.79,2,0,0.39,20.33
2,3,2.43,1.66,2,2,0,5.02,1.72,9.96,6.86,1,2,0.68,11.41,1,2,2.58,28.14
6,1,2.07,0.94,1,1,2,4.93,2.69,5.01,13.37,2,2,2.55,20.99,2,0,0.41,26.2
1,4,0.9,0.04,3,3,4,11.15,3.59,15.25,3.02,2,1,1.56,4.13,2,1,1.28,26.79
3,0,2.17,1.29,2,4,4,6.06,4.26,13.62,13.46,1,0,2.93,16.81,0,0,0.5,18.53
4,1,0.87,0.57,0,4,4,10.42,3.15,9.46,10.08,1,0,1.25,9.11,0,0,1.77,16.3
6,2,1.36,1.94,3,2,4,3.99,4.16,5.49,8.19,0,2,1.43,7.64,1,0,2.9,20.78
3,1,2.36,1.97,3,1,1,3.87,4.63,15.86,13.84,0,1,0.71,21.47,1,2,0.64,25.4
0,3,0.91,1.03,0,0,2,9.88,0.21,9.42,5.97,1,1,2.44,14.68,2,0,2.16,20.06
0,2,0.12,1.17,0,1,4,4.33,2.15,8.19,5.62,0,1,2.49,2.62,0,0,0.49,11.96
3,2,1.97,1.77,2,3,5,5.81,4.89,17.48,5.39,1,1,2.54,21.87,2,2,1.1,28.92
1,1,2.14,0.01,2,3,4,3.71,4.88,5.63,14.3,0,0,2.13,12.77,1,0,2.12,13.8
6,4,1.66,0.51,1,0,5,2.4,1.21,8.28,3.49,2,0,0.87,14.72,0,1,2.08,17.08
6,3,2.36,0.5,1,3,3,3.44,2.01,14.79,14.53,0,1,2.49,23.4,1,1,0.02,21.27
6,1,1.59,0.4,3,2,5,9.85,2.18,1.45,11.79,1,1,0.47,17.8,1,2,2.87,24.9
7,0,0.01,0.76,0,3,5,4.06,4.04,2.49,14.56,1,0,0.55,3.15,2,2,1.9,18.75
1,4,0.73,1.59,1,0,2,8.5,1.27,17.24,13.4,2,1,0.43,7.43,2,0,1.49,25.55
4,1,1.41,1.9,1,1,2,6.06,3.24,10.05,7.38,0,1,0.84,3.81,2,0,2.92,18.55
6,1,0.81,1.18,1,0,3,11.4,0.36,5.91,2.9,0,1,1.15,3.77,2,1,0.56,17.89
5,2,1.8,0.65,0,4,3,8.96,4.23,7.53,4.45,2,0,3.0,16.09,0,1,1.98,21.13
7,2,1.5,0.91,2,4,1,9.11,4.26,19.46,4.0,2,2,1.18,16.25,0,2,2.98,33.82
1,3,2.86,1.67,0,1,5,3.48,1.35,2.9,8.72,0,0,1.27,11.06,0,0,0.05,10.15
7,2,1.11,0.85,0,2,1,5.23,3.12,16.81,10.24,1,2,1.39,21.85,1,2,1.46,29.52
